Station,Sample Date,Sample Time,TEMP,Cl-Dis,TDS,pH,O2-Dis,COD,EC,BOD,TURB,Alk-Tot,H-T,Ca-Dis,WQI
IND00001,1979-11-21,12:00,33.0,70.0,426.88424616007563,8.25,8.2,20.0,37.2,1.5,30.20231464344039,240.0,170.43483623798076,32.0,57.4629918123058
IND00001,1980-10-01,12:00,30.0,40.0,0.0,8.5,9.2,8.0,519.2812302912621,3.0,21.0,120.0,90.0,70.0,60.32966168789218
IND00001,1995-12-05,12:00,24.0,60.0,214.0,8.2,9.1,12.0,41.0,2.1,8.0,150.0,132.0,35.0,68.54921981122727
IND00001,1997-02-05,12:00,21.0,80.0,248.0,8.3,9.7,6.0,40.0,5.4,4.0,180.0,190.0,28.0,69.78003211284232
IND00001,1998-12-02,12:00,25.0,40.0,128.0,8.0,9.0,14.0,346.0,2.0,3.0,140.0,160.0,80.0,70.34888454388548
IND00001,1989-07-12,12:00,27.0,25.0,166.0,8.3,7.5,13.0,27.0,0.5,17.0,120.0,120.0,80.0,66.66581741359367
IND00001,1990-03-14,12:00,23.0,28.0,172.0,8.3,9.2,6.0,31.0,1.9,5.0,128.0,180.0,108.0,69.20818415708631
IND00001,1990-11-14,12:00,24.0,44.0,214.0,8.1,7.8,11.0,36.0,1.3,1.0,150.0,132.0,80.0,69.89014619893288
IND00001,1991-02-14,12:00,18.0,42.0,226.0,8.4,9.1,2.0,35.0,1.1,2.0,130.0,146.0,85.0,71.47989055019511
IND00001,1983-01-01,12:00,28.0,30.0,0.0,8.2,12.0,4.0,33.0,3.0,10.0,200.0,160.0,80.0,68.24352535168379
IND00001,1984-10-01,12:00,29.5,30.0,0.0,8.5,8.2,30.0,25.0,1.6,10.0,110.0,100.0,70.0,63.96914790152823
IND00001,1985-08-09,12:00,29.0,26.0,426.88424616007563,8.03,7.5,9.0,27.2,0.4,30.20231464344039,112.0,170.43483623798076,32.064,59.46208952213313
IND00001,1985-10-21,12:00,31.0,37.0,426.88424616007563,8.49,11.8,11.0,27.2,5.5,30.20231464344039,100.0,170.43483623798076,24.048000000000002,54.49021718483178
IND00001,1986-03-07,12:00,22.0,36.0,426.88424616007563,8.44,9.8,4.0,37.8,1.7,30.20231464344039,140.0,170.43483623798076,28.055999999999997,57.84599395752717
IND00001,1992-01-07,12:00,20.0,36.0,199.0,8.1,8.0,6.0,33.0,3.7,5.0,132.0,116.0,88.0,69.40123568951557
IND00001,1992-03-07,12:00,23.0,48.0,231.0,8.2,8.7,5.0,36.0,2.6,3.0,160.0,140.0,35.0,69.31114279210931
IND00001,1993-09-10,12:00,29.0,32.0,128.0,7.9,8.4,4.0,26.0,2.1,9.0,160.0,100.0,32.0,72.0315691357021
IND00001,1999-10-05,12:00,31.0,60.0,218.0,8.7,8.9,16.0,385.0,2.3,2.0,140.0,110.0,80.0,62.252237454819635
IND00001,2005-05-04,10:40,30.0,206.43165958625787,426.88424616007563,8.04,6.0,29.332920573634862,413.0,6.0,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,57.565373777186956
IND00001,2005-11-05,10:30,30.0,206.43165958625787,426.88424616007563,7.47,7.6,29.332920573634862,234.0,3.4,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,62.45294609252087
IND00001,2005-12-03,11:15,28.0,206.43165958625787,426.88424616007563,7.98,11.5,29.332920573634862,217.0,6.5,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,59.96566518069262
IND00001,2006-06-06,12:00,30.0,206.43165958625787,426.88424616007563,8.14,7.1,29.332920573634862,509.0,2.4,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,57.53131898222161
IND00001,1984-08-01,12:00,28.5,30.0,0.0,7.2,8.3,4.0,29.0,2.5,14.0,120.0,40.0,68.5664188243979,73.6032696519523
IND00001,2005-08-04,11:50,28.0,206.43165958625787,426.88424616007563,6.66,6.0,29.332920573634862,260.0,0.3,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,64.32909150259509
IND00001,2006-04-01,12:00,29.0,206.43165958625787,426.88424616007563,8.3,8.4,29.332920573634862,335.0,3.8,30.20231464344039,145.1398880597015,170.43483623798076,68.5664188243979,59.53985249464401
